,id,crawl_time,district,zone,rent_type,room_type,price,area,room_num,hall_num,toilet_num,floor,floor_total,direction,decoration,facilities,pay_type,is_broker,agency_name,subway,bus
251,5a5250ad9d3e61629d4a15ac,2018/1/8 0:54,门头沟,永定,整租,NULL,2600,66,2,1,1,中,11,南,中,可做饭|独立阳台|独卫,NULL,1,金城阜业,NULL,NULL
252,59722fa85f8f79260084b3cf,2017/7/22 0:45,昌平,龙泽,整租,NULL,3580,34,1,1,1,高,9,东西,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间,押一付一,1,蛋壳公寓,NULL,NULL
253,5a296d539d3e61674ae0d137,2017/12/8 0:33,朝阳,常营,合租,NULL,1860,23,1,NULL,1,中,13,南北,中,空调|热水器|洗衣机|冰箱|床|衣柜|暖气|宽带网|可做饭|独立阳台,押一付一,1,美丽家园,NULL,NULL
254,5a2c13c89d3e610c3d0eb081,2017/12/10 0:48,昌平,昌平县城,整租,NULL,4500,90,2,1,1,低,28,东南,精,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网,押一付三,1,北京市易合房地产经纪有限责任公司,NULL,NULL
255,5a6552d073235e3a371fcec7,2018/1/22 10:56,丰台,西罗园,整租,NULL,4500,85,2,1,1,低,18,南北,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|独立阳台|独卫,押一付三,1,NULL,NULL,NULL
256,5ae4a4079d3e6159f5ca0912,2018/4/29 0:40,昌平,阳坊,合租,NULL,1000,25,3,1,1,中,6,南北,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付一,1,京御房地产,NULL,NULL
257,59f9a1e633f0351cd32f896c,2017/11/1 18:28,通州,果园,整租,NULL,4500,90,2,2,1,高,15,南北,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付一,1,我爱我家,NULL,NULL
258,5934365c5f8f7928ec4ad6b3,2017/6/5 0:33,西城,德胜门,整租,NULL,7500,60,2,1,1,低,6,南北,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间,押一付三,1,我爱我家,NULL,NULL
259,5a26c6f09d3e615ee6f4c27a,2017/12/6 0:18,海淀,苏州街,整租,NULL,5900,80,1,1,1,高,21,南,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付三,1,我爱我家,NULL,NULL
260,59b3ee4333f035593cf30738,2017/9/9 21:36,昌平,天通苑,整租,NULL,4000,NULL,NULL,NULL,NULL,,,,,空调|热水器|床,押一付一,1,我爱我家,NULL,NULL
261,5a1426a5d4d59032ddb4ddb4,2017/11/21 21:14,朝阳,东大桥,整租,NULL,8000,100,4,1,1,高,6,南北,简,空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|独立阳台,押一付三,1,中天置地12,NULL,NULL
262,5a4a6c5898e1b83afff37444,2018/1/2 1:14,海淀,清河,整租,NULL,7500,92,3,1,1,中,6,南北,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付一,1,中润置家,NULL,NULL
263,59f04ed1ec9854777a517a84,2017/10/25 16:44,朝阳,劲松,合租,NULL,1500,25,3,1,1,中,18,南,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|独立阳台|独卫,押一付三,1,中天置地,NULL,NULL
264,5a31677dd4d5900b981c2bba,2017/12/14 1:46,通州,马驹桥,整租,NULL,3800,76,2,1,1,高,16,东南,简,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付三,1,我爱我家,NULL,NULL
265,5ae74be673235e5421f28256,2018/5/1 1:01,通州,梨园,合租,NULL,1000,20,3,1,1,低,15,南,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付一,1,博友园房地产,NULL,NULL
266,5a13e8add4d59032ddb3c656,2017/11/21 16:49,朝阳,朝阳公园,合租,NULL,1700,20,2,1,1,中,11,南,中,空调|热水器|洗衣机|冰箱|床|暖气|宽带网|可做饭|独立阳台|独卫,押一付三,1,昊家地产,NULL,NULL
267,5975d3ad5f8f792600893298,2017/7/24 19:02,朝阳,小关,整租,NULL,2400,36,1,1,1,中,17,西南,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|可做饭|阳台|独立卫生间,押一付一,0,NULL,NULL,NULL
